,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
43,43,충남대학교,Chungnam National University,B,"General, Regional",Daejeon,바이오빅데이터학과,Bio-big data,자연,Natural Science,O,Korean / English,TOPIK 3 or above,March or September,X,,,March or September,,Mostly in Korean
44,44,충남대학교,Chungnam National University,B,"General, Regional",Daejeon,산림자원학과,Forest Resources,자연,Natural Science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://forestry.cnu.ac.kr/forestry/index.do,
45,45,충남대학교,Chungnam National University,B,"General, Regional",Daejeon,환경소재공학과,Biobased Materials,자연,Natural Science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://wood.cnu.ac.kr,Korean(50%) / English(50%)
46,46,충남대학교,Chungnam National University,B,"General, Regional, Research",Daejeon,약학과,Pharmacy,자연,Natural Science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://pharm.cnu.ac.kr/pharm,
47,47,충남대학교,Chungnam National University,B,"General, Regional, Research",Daejeon,약무임상약학과,Clinical Pharmacy & Administration ,자연,Natural Science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://pharm.cnu.ac.kr/pharm,
48,48,충남대학교,Chungnam National University,B,"General, Regional",Daejeon,의과학과,Medical Science,자연,Natural Science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://medicine.cnu.ac.kr/medicine/grad/introduce-grad05.do,
49,49,충남대학교,Chungnam National University,B,"General, Regional",Daejeon,의공학과,Biomedical Engineering,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,,
50,50,충남대학교,Chungnam National University,B,"General, Regional",Daejeon,의류학과,Clothing and Textiles,자연,Natural Science,O,Korean 100%,TOPIK 5 or above,March or September,O,Korean 100%,TOPIK 5 or above,March or September,https://cloth.cnu.ac.kr/cloth/index.do,
51,51,충남대학교,Chungnam National University,B,"General, Regional",Daejeon,식품영양학과,Food & Nutrition,자연,Natural Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://fdnutri.cnu.ac.kr,
52,52,충남대학교,Chungnam National University,B,"General, Regional",Daejeon,음악과,Music,예체능,Entertainment & Sports,O,Korean 100%,TOPIK 3 or above,March or September,X,,,March or September,https://music.cnu.ac.kr/music/index.do,
53,53,충남대학교,Chungnam National University,B,"General, Regional",Daejeon,관현악과,Wind and String Instrument,예체능,Entertainment & Sports,O,Korean / English,TOPIK 3 or above,March or September,X,,,March or September,https://orch.cnu.ac.kr/orch/index.do,
55,55,충남대학교,Chungnam National University,B,"General, Regional",Daejeon,디자인창의학과,Design and Material studies,예체능,Entertainment & Sports,O,Korean 100%,TOPIK 3 or above,March or September,X,,,March or September,https://design.cnu.ac.kr,
56,56,충남대학교,Chungnam National University,B,"General, Regional, Research",Daejeon,수의학과,Veterinary Medicine,의학,Medicine,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,http://vetmed.cnu.ac.kr,
57,57,충남대학교,Chungnam National University,B,"General, Regional, Research",Daejeon,수의과학과,Veterinary Biomedical Science,자연,Natural Science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,http://vetmed.cnu.ac.kr,
58,58,충남대학교,Chungnam National University,B,"General, Regional",Daejeon,교육학과,Education,교육,Education,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September, education.cnu.ac.kr,
59,59,충남대학교,Chungnam National University,B,"General, Regional",Daejeon,공업기술교육학과,Engineering Technology Education,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://edu.cnu.ac.kr/techedu,Graduation requirements: TOPIK 4 or above
60,60,충남대학교,Chungnam National University,B,"General, Regional",Daejeon,융복합시스템공학과,Convergence System Engineering,공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,,Mostly in Korean(90%)
61,61,충남대학교,Chungnam National University,B,"General, Regional",Daejeon,간호학과,Nursing,자연,Natural Science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://nursing.cnu.ac.kr/nursing1/index.do,
62,62,충남대학교,Chungnam National University,B,"General, Regional",Daejeon,생명과학과,Biosciences and Biotechnology,자연,Natural Science,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,cbb.cnu.ac.kr/graduate,Korean(70%) / English(30%)
1,1,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,국어국문학과,Department of Korean Language and Literature,인문,Humanities,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
2,2,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,사학과,Department of History,인문,Humanities,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
3,3,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,종교영성학과,Department of Religious Spiritual Studies,인문,Humanities,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
4,4,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,호텔 · 관광학과,Department of Hospitality and Tourism,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
5,5,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,문화영성학과,Department of Culture & Spirituality,인문,Humanities,,,,,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
6,6,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,영어영문학과,Department of English Language and Literature,인문,Humanities,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
7,7,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,중어중국학과,Department of Chinese Language & Studies,인문,Humanities,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
8,8,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,일어일문학과,Department of Japanese Language and Literature,인문,Humanities,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
9,9,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,문헌정보학과,Department of Library and Information Science,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,,,,,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
10,10,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,사회학과,Department of Sociology,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,,,,,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
11,11,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,언론광고학과,Department of Mass Communication and AD/PR,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
12,12,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,심리학과,Department of Psychology,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
13,13,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,사회복지학과,Department of Social Welfare,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
14,14,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,법학과,Department of Law,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
15,15,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,행정학과,Department of Public Administration,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
16,16,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,정치외교학과,Department of Political Science and Diplomacy,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
17,17,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,무역물류학과,Department of International Trade and Logistics,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
18,18,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,부동산학과,Department of real estate,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
19,19,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,경영학과,Department of Business Administration,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
20,20,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,회계학과,Department of Accounting,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,,,,,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
21,21,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,아동학과,Department of Child Studies,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
22,22,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,유아교육학과,Department of Early Childhood Education,교육,Education,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
23,23,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,공공관리학과,Department of  Public Management,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
24,24,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,교육학과,Department of Education,교육,Education,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
25,25,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,지리학과,Department of Geography,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
26,26,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,예술학과,Department of Art Science,인문,Humanities,,,,,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
27,27,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,다문화학과,Department of Multicultural Studies,인문,Humanities,,,,,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
28,28,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,가족상담복지학과,Department of Family Counseling & Welfare,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
29,29,대구가톨릭대학교,DAEGU CATHOLIC UNIVERSITY,B,"General, Regional",Gyeongbuk / Gyeongsan,사회적경제학과,Department of Social Economy,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://graduate.cu.ac.kr/sub02/sub01.htm?pageNum=2&left=1,
