,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
20,20,"서강대학교
일반대학원","Sogang University
(General Graduate School)",A,General,Seoul/Shinchon,화학과,Chemistry,자연,Natural Science,O,Korean and English,TOPIK 3 or above,March or September,O,Korean and English,TOPIK 3 or above,March or September,https://gradsch.sogang.ac.kr/gradsch/gradsch02_22.html,
21,21,"서강대학교
일반대학원","Sogang University
(General Graduate School)",A,General,Seoul/Shinchon,생명과학과,Life Science,자연,Natural Science,O,Korean and English,TOPIK 3 or above,March or September,O,Korean and English,TOPIK 3 or above,March or September,https://gradsch.sogang.ac.kr/gradsch/gradsch02_23.html,
22,22,"서강대학교
일반대학원","Sogang University
(General Graduate School)",A,General,Seoul/Shinchon,전자공학과,Electronic Engineering,공학,Engineering,O,Korean and English,TOPIK 3 or above,March or September,O,Korean and English,TOPIK 3 or above,March or September,https://gradsch.sogang.ac.kr/gradsch/gradsch02_26.html,
23,23,"서강대학교
일반대학원","Sogang University
(General Graduate School)",A,General,Seoul/Shinchon,화공생명공학과,Chemical and Bio-molecular Engineering,공학,Engineering,O,Korean and English,TOPIK 3 or above,March or September,O,Korean and English,TOPIK 3 or above,March or September,https://gradsch.sogang.ac.kr/gradsch/gradsch02_27.html,
24,24,"서강대학교
일반대학원","Sogang University
(General Graduate School)",A,General,Seoul/Shinchon,컴퓨터공학과,Computer Science and Engineering,공학,Engineering,O,Korean and English,TOPIK 3 or above,March or September,O,Korean and English,TOPIK 3 or above,March or September,https://gradsch.sogang.ac.kr/gradsch/gradsch02_28.html,
25,25,"서강대학교
일반대학원","Sogang University
(General Graduate School)",A,General,Seoul/Shinchon,반도체공학과,Semiconductor Engineering,공학,Engineering,O,Korean and English,TOPIK 3 or above,March or September,O,Korean and English,TOPIK 3 or above,March or September,https://gradsch.sogang.ac.kr/gradsch/gradsch02_28.html,
26,26,"서강대학교
일반대학원","Sogang University
(General Graduate School)",A,General,Seoul/Shinchon,기계공학과,Mechanical Engineering,공학,Engineering,O,Korean and English,TOPIK 3 or above,March or September,O,Korean and English,TOPIK 3 or above,March or September,https://gradsch.sogang.ac.kr/gradsch/gradsch02_29.html,
27,27,"서강대학교
일반대학원","Sogang University
(General Graduate School)",A,General,Seoul/Shinchon,융합의생명공학,Biomedical Engineering,공학,Engineering,O,Korean and English,TOPIK 3 or above,March or September,O,Korean and English,TOPIK 3 or above,March or September,https://gradsch.sogang.ac.kr/gradsch/gradsch02_30.html,
28,28,"서강대학교
일반대학원","Sogang University
(General Graduate School)",A,General,Seoul/Shinchon,아트&테크놀로지,Art & Technology,공학,Engineering,O,Most of the classes are conducted in Korean,TOPIK 4 or above,March or September,O,Most of the classes are conducted in Korean,TOPIK 4 or above,March or September,https://gradsch.sogang.ac.kr/gradsch/gradsch02_31.html,
29,29,"서강대학교
국제대학원","Sogang University
(Graduate School of International Studies)",A,General,Seoul/Shinchon,국제관계,International Relations,사회,Social Science,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,https://gsis.sogang.ac.kr/,
30,30,"서강대학교
국제대학원","Sogang University
(Graduate School of International Studies)",A,General,Seoul/Shinchon,국제통상,International Trade,사회,Social Science,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,https://gsis.sogang.ac.kr/,
31,31,"서강대학교
국제대학원","Sogang University
(Graduate School of International Studies)",A,General,Seoul/Shinchon,국제금융,International Finance,사회,Social Science,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,https://gsis.sogang.ac.kr/,
32,32,"서강대학교
국제대학원","Sogang University
(Graduate School of International Studies)",A,General,Seoul/Shinchon,한국동아시아,Korea & East Asia Studies,사회,Social Science,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,https://gsis.sogang.ac.kr/,
1,1,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,국어국문학과,Korean Language & Literature,인문,Humanities,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://korean.sookmyung.ac.kr/,
2,2,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,역사문화학과,History & Culture,인문,Humanities,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://history.sookmyung.ac.kr/,
3,3,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,프랑스언어·문화학과,French Language & Culture,인문,Humanities,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://french.sookmyung.ac.kr/layout/pc/home.php?go=main,
4,4,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,중어중문학과,Chinese Language & Literature,인문,Humanities,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://chinese.sookmyung.ac.kr/,
5,5,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,독일언어·문화학과,German Language & Cultural Studies,인문,Humanities,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,https://german.sookmyung.ac.kr/,
6,6,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,일본학과,Japan Studies,인문,Humanities,○,Korean 100%,TOPIK 3 or above,March or September,X,Korean 100%,TOPIK 3 or above,March or September,http://japan.sookmyung.ac.kr/,
7,7,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,문헌정보학과,Library & Information Science,인문,Humanities,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://lis.sookmyung.ac.kr/,
8,8,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,미술사학과,History of Art,인문,Humanities,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://www.smfineart.co.kr/members.php,
9,9,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,영어영문학과,English Language & Literature,인문,Humanities,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean / English,TOPIK 3 or above,March or September,http://english.sookmyung.ac.kr/,"* TESOL is offered only in Ph.D level and English track  (No MA level) / Other MA and Ph.D courses offered in ""Eng Lang and Lit"" are ALL Korean track"
10,10,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,문화관광외식학과,"Culture, Tourism & Hospitality Management",사회,Social Science,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,"- 문화관광학전공: http://cultureandtourism.sookmyung.ac.kr/ 
- 외식경영학전공: http://lcb.sookmyung.ac.kr/",
11,11,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,교육학과,Education,사회,Social Science,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://edu.sookmyung.ac.kr/,
12,12,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,가족학과,Family Studies,사회,Social Science,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://family.sookmyung.ac.kr/,
13,13,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,아동복지학과,Child Welfare & Studies,사회,Social Science,○,Korean 100%,TOPIK 4 or above,March or September,○,Korean 100%,TOPIK 4 or above,March or September,http://childwelfare.sookmyung.ac.kr/,Min. Requirement TOPIK 4
14,14,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,정치외교학과,Political Science & International Relations,사회,Social Science,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://politics.sookmyung.ac.kr/,
15,15,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,행정학과,Public Administration,사회,Social Science,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://pa.sookmyung.ac.kr/,
16,16,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,사회심리학과,Social Psychology,사회,Social Science,○,Korean 100%,TOPIK 3 or above,March or September,X,Korean 100%,TOPIK 3 or above,March or September,http://socpsy.sookmyung.ac.kr/,
17,17,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,미디어학과,Communication & Media,사회,Social Science,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://comm.sookmyung.ac.kr/,
18,18,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,홍보광고학과,Public Relations & Advertising,사회,Social Science,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://prad.sookmyung.ac.kr/,
19,19,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,법학과,Law,사회,Social Science,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://law.sookmyung.ac.kr/,
20,20,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,경제학과,Economics,사회,Social Science,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://econ.sookmyung.ac.kr/,
21,21,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,소비자경제학과,Consumer Economics,사회,Social Science,○,Korean 100%,TOPIK 3 or above,March or September,X,Korean 100%,TOPIK 3 or above,March or September,http://conecon.sookmyung.ac.kr/,
22,22,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,경영학과,Business Administration,사회,Social Science,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://biz.sookmyung.ac.kr/,
23,23,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,글로벌서비스학과,Global Service,사회,Social Science,○,Korean 100%,TOPIK 3 or above,March or September,X,Korean 100%,TOPIK 3 or above,March or September,http://global.sookmyung.ac.kr/,
24,24,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,화학과,Chemistry,자연,Natural Science,○,English 100%,"TOEFL PBT 530, CBT 197, IBT 71, IELTS 5.5, NEW TEPS 327 or above",March or September,○,English 100%,"TOEFL PBT 530, CBT 197, IBT 71, IELTS 5.5, NEW TEPS 327 or above",March or September,http://chemgs.sookmyung.ac.kr/,
25,25,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,생명시스템학과,Biological Sciences,자연,Natural Science,○,Korean / English,TOPIK 3 or above,March or September,○,Korean / English,TOPIK 3 or above,March or September,http://bio.sookmyung.ac.kr/,
26,26,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,수학과,Mathematics,자연,Natural Science,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://math.sookmyung.ac.kr/,
27,27,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,통계학과,Statistics,자연,Natural Science,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://stat.sookmyung.ac.kr/,
28,28,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,의류학과,Clothing & Textiles,자연,Natural Science,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://cloth.sookmyung.ac.kr/,
29,29,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,식품영양학과,Food & Nutrition,자연,Natural Science,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://fn.sookmyung.ac.kr/,
30,30,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,약학과,Pharmacy,자연,Natural Science,○,Korean / English,TOPIK 3 or above,March or September,○,Korean / English,TOPIK 3 or above,March or September,https://pharmacy.sookmyung.ac.kr/pharmacy/index.do,"* Choose either Korean or Eng Track
When selecting an English track, it is necessary to check with the advisor in advance and to check the recently opened English course in advance applicant herself."
31,31,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,제약학과,Manufacturing Pharmacy,자연,Natural Science,○,Korean / English,TOPIK 3 or above,March or September,○,Korean / English,TOPIK 3 or above,March or September,https://pharmacy.sookmyung.ac.kr/pharmacy/index.do,"* Choose either Korean or Eng Track
When selecting an English track, it is necessary to check with the advisor in advance and to check the recently opened English course in advance applicant herself."
32,32,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,IT공학과,IT Engineering,공학,Engineering,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://it.sookmyung.ac.kr/,
33,33,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,화공생명공학과,Chemical and Biological Engineering,공학,Engineering,○,English 100%,"TOEFL PBT 530, CBT 197, IBT 71, IELTS 5.5, NEW TEPS 327 or above",March or September,○,English 100%,"TOEFL PBT 530, CBT 197, IBT 71, IELTS 5.5, NEW TEPS 327 or above",March or September,http://cbe.sookmyung.ac.kr/,"When selecting an English track, it is necessary to check with the advisor in advance and to check the recently opened English course in advance applicant herself."
34,34,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,컴퓨터과학과,Computer Science,공학,Engineering,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://csweb.sookmyung.ac.kr/,
35,35,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,전자공학과, Electronics Engineering,공학,Engineering,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://electro.sookmyung.ac.kr/electro/index.do,
36,36,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,기계시스템학과,Mechanical Systems Engineering,공학,Engineering,○,English 100%,"TOEFL PBT 530, CBT 197, IBT 71, IELTS 5.5, NEW TEPS 327 or above",March or September,○,English 100%,"TOEFL PBT 530, CBT 197, IBT 71, IELTS 5.5, NEW TEPS 327 or above",March or September,http://mse.sookmyung.ac.kr/mse/index.do,"When selecting an English track, it is necessary to check with the advisor in advance and to check the recently opened English course in advance applicant herself."
37,37,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,소프트웨어융합학과,Software Convergnece,공학,Engineering,○,Korean 100%,TOPIK 3 or above,March or September,X,Korean 100%,TOPIK 3 or above,March or September,/software/index.do,
38,38,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,응용물리학과,Applied Physics,공학,Engineering,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://physics.sookmyung.ac.kr/,
39,39,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,피아노과,Piano,예체능,Entertainment & Sports,○,Korean 100%,TOPIK 3 or above,March or September,X,Korean 100%,TOPIK 3 or above,March or September,http://music.sookmyung.ac.kr/,
40,40,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,관현악과,Orchestral Instruments,예체능,Entertainment & Sports,○,Korean 100%,TOPIK 3 or above,March or September,X,Korean 100%,TOPIK 3 or above,March or September,http://music.sookmyung.ac.kr/,
41,41,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,성악학과,Vocal Music,예체능,Entertainment & Sports,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://music.sookmyung.ac.kr/,
42,42,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,작곡학과,Composition,예체능,Entertainment & Sports,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://music.sookmyung.ac.kr/,
43,43,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,음악학과,Music,예체능,Entertainment & Sports,X,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://music.sookmyung.ac.kr/,
44,44,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,시각·영상디자인학과,Visual & Media Design,예체능,Entertainment & Sports,○,Korean 100%,TOPIK 3 or above,March or September,X,Korean 100%,TOPIK 3 or above,March or September,http://smvd.sookmyung.ac.kr/,
45,45,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,산업디자인학과,Industrial Design,예체능,Entertainment & Sports,○,Korean 100%,TOPIK 3 or above,March or September,X,Korean 100%,TOPIK 3 or above,March or September,http://smvd.sookmyung.ac.kr/,
46,46,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,환경디자인학과,Environmental Design,예체능,Entertainment & Sports,○,Korean 100%,TOPIK 3 or above,March or September,X,Korean 100%,TOPIK 3 or above,March or September,http://design.sookmyung.ac.kr,
47,47,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,디자인학과,Design,예체능,Entertainment & Sports,X,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://design.sookmyung.ac.kr,
48,48,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,조형예술학과,Visual Art,예체능,Entertainment & Sports,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,"공예전공 http://craft.sookmyung.ac.kr
회화전공 http://fineart.sookmyung.ac.kr/",
49,49,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,체육학과,Kinesiology,예체능,Entertainment & Sports,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://movement.sookmyung.ac.kr/,
50,50,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,무용학과,Dance,예체능,Entertainment & Sports,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://dance.sookmyung.ac.kr/,
51,51,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,인력개발정책학,Human Resource Development Policy,사회,Social Science,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,https://cafe.naver.com/sookmyunghrd,* Interdisciplinary Program
52,52,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,동아시아지역학,East Asian Studies,사회,Social Science,X,Korean 100%,TOPIK 4 or above,March or September,○,Korean 100%,TOPIK 4 or above,March or September,http://scms.sookmyung.ac.kr/gs/,"* Interdisciplinary Program
* Min. Requirement TOPIK 4"
53,53,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,헬스산업학,Health Industry,자연,Natural Science,X,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,http://healthindustry.sookmyung.ac.kr,* Interdisciplinary Program
55,55,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,기후환경에너지학,"Climate, Environment and Energy Studies",자연,Natural Science,○,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,https://cee.sookmyung.ac.kr/,* Interdisciplinary Program
56,56,숙명여자대학교,Sookmyung Women's University,A,General,Seoul,문화예술교육학,Culture Arts Education,사회,Social Science,X,Korean 100%,TOPIK 3 or above,March or September,○,Korean 100%,TOPIK 3 or above,March or September,https://cafe.naver.com/sookmyungcul,* Interdisciplinary Program
1,1,순천향대학교,SoonchunhyangUniversity,B,"General, Regional",Chungnam / Asan,영미학과,Department of British and American Studies,인문,Humanities,O,Korean 50%  English 50%,TOPIK 3 or above,March or September,O,Korean 50%  English 50%,TOPIK 3 or above,March or September,https://home.sch.ac.kr/eng/index.jsp,"※ 입학 전 어학 자격증 소지 필수
(TOEFL IBT 80 혹은 IELTS 6.5 이상)                                   ※ Possession of a language qualification is required before admission.
(TOEFL IBT 80 or 
IELTS 6.5 or higher)"
2,2,순천향대학교,SoonchunhyangUniversity,B,"General, Regional",Chungnam / Asan,경영학과,Department of Business Administration,사회,Social Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://home.sch.ac.kr/mgt/index.jsp,"※ 데이터 분석 능력 우수자 우대                                       ※ Preference given to those with excellent data analysis skills                                                              ※ 각 연구실 별로 연구 분야의 활동이 다름                   ※ Activities in the research field are different for each laboratory.                                                                       ※ 마케팅/인적자원관리 위주로 모집                            ※ Recruitment focused on marketing/human resource management                                                                    ※ 마케팅 전공의 경우 'Business Data Analytics Lab.'을 운영 중                                                                        ※ For marketing majors, ‘Business Data Analytics Lab.’ is being operated."
3,3,순천향대학교,SoonchunhyangUniversity,B,"General, Regional",Chungnam / Asan,경찰행정학과,Department of Police Administration,사회,Social Science,O,Korean 100%,TOPIK 4 or above,March or September,O,Korean 100%,TOPIK 4 or above,March or September,https://home.sch.ac.kr/police/index.jsp,
4,4,순천향대학교,Soonchunhyang University,B,"General, Regional",Chungnam / Asan,행정학과,Department of Public Administration,사회,Social Science,O,Korean 100%,TOPIK 5 or above,March or September,O,Korean 100%,TOPIK 5 or above,March or September,https://home.sch.ac.kr/pa/index.jsp,※ 사회과학분야 학사(관련전공자) 지원 가능                 ※ Bachelor's degree in social sciences related majors can apply
5,5,순천향대학교,Soonchunhyang University,B,"General, Regional",Chungnam / Asan,교육과학과,Department of Education Science,사회,Social Science,X,,,,O,Korean 100%,TOPIK 5 or above,March or September,https://gradu.sch.ac.kr/pages/sub/sub02_0101,※ 특수교육 트랙                                                         ※ Special education track                                              ※ 교육학 전공자에 한해서 지원 가능 및 선발 예정        ※ Only education majors can apply                                     
6,6,순천향대학교,SoonchunhyangUniversity,B,"General, Regional",Chungnam / Asan,간호학과,Department of Nursing,자연,Natural Science,O,Korean 100%,TOPIK 6 ,March or September,X,,,,https://home.sch.ac.kr/nursing/index.jsp,※ 간호사 면허 소지자에 한함                                            ※ ONLY Nurse license holder
7,7,순천향대학교,SoonchunhyangUniversity,B,"General, Regional,  R&D",Chungnam / Asan,의생명융합학과,Department of Integrated Biomedical Science,자연,Natural Science,O,English 100%,TOPIK 3 or above,March or September,O,English 100%,TOPIK 3 or above,March or September,http://www.sims.ac.kr/,※ R&D 프로그램 운영 학과                                               ※ Applicable R&D program                                               ※영어 트랙                                                                         ※ English Track Only
8,8,순천향대학교,SoonchunhyangUniversity,B,"General, Regional",Chungnam / Asan,환경보건학과,Department of Environmental Health Science,자연,Natural Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://home.sch.ac.kr/ehs/index.jsp,
9,9,순천향대학교,SoonchunhyangUniversity,B,"General, Regional,  R&D",Chungnam / Asan,생명과학과,Department of  Biology,자연,Natural Science,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://home.sch.ac.kr/biology/index.jsp,※ R&D 프로그램 운영 학과                                                  ※ Applicable R&D program
10,10,순천향대학교,SoonchunhyangUniversity,B,"General, Regional,  R&D",Chungnam / Asan,ICT융합학과,Department of ICT Convergence,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://gradu.sch.ac.kr/pages/sub/sub02_0103,※ R&D 프로그램 운영 학과                                                   ※ Applicable R&D program
11,11,순천향대학교,SoonchunhyangUniversity,B,"General, Regional,  R&D",Chungnam / Asan,모빌리티융합보안학과,Department of Mobility Convergence,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,X,,,,https://gradu.sch.ac.kr/pages/sub/sub02_0103,※ R&D 프로그램 운영 학과                                              ※ Applicable R&D program
12,12,순천향대학교,SoonchunhyangUniversity,B,"General, Regional,  R&D",Chungnam / Asan,미래융합기술학과,Department of Future Convergence Technology,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://gradu.sch.ac.kr/pages/sub/sub02_0103,※ R&D 프로그램 운영 학과                                                   ※ Applicable R&D program
13,13,순천향대학교,SoonchunhyangUniversity,B,"General, Regional,  R&D",Chungnam / Asan,소프트웨어융합학과,Department of Software Convergence,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://home.sch.ac.kr/bk21/01/0101_ko.jsp,"※ 관련 전공자만 지원 가능                                                   ※ Only relevant majors can apply                            
※ BK21 4단계 사업참여학과                                               ※ BK21 Four departmen                                                     ※ R&D 프로그램 운영 학과                                                    ※ Applicable R&D programt"
14,14,순천향대학교,SoonchunhyangUniversity,B,"General, Regional",Chungnam / Asan,의료과학과,Department of Medical Science,공학,Engineering,O,Korean 100%,TOPIK 4 or above,March or September,O,Korean 100%,TOPIK 4 or above,March or September,https://home.sch.ac.kr/bk21/01/0401_ko.jsp,"※ 지원 전 사전문의 필수                            
※ Pre-contact required                                                       ※ BK21 4단계사업참여학과                                                ※ BK21 Four department"
15,15,순천향대학교,SoonchunhyangUniversity,B,"General, Regional",Chungnam / Asan,전자재료소자장비융합공학과,"Department of Electronic Materials, Devices and Equipment Engineering",공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://home.sch.ac.kr/bk21/01/0301_ko.jsp,"※ 지원 전 사전 문의 필수                                                ※ Pre-contact required                                                    ※  TOPIK 4급 이상 소지자 지원시 우대                             ※ Preference given to applicants with TOPIK level 4 or higher.                                                                          ※ 전자공학, 신소재공학, 화학공학 전공자 지원시 우대                                                                           ※ Preference given to applicants majoring in electronic engineering, new materials engineering, or chemical engineering.                                                    ※전자재료, 전자소자, 제조장비의 세부전공 중 희망분야 명시할 것                                                                                  ※Please indicate your desired field of study among electronic materials, electronic devices, and manufacturing equipment.                                                           ※ 본 학과는 융합학문을 지향하므로, 다양한 경험과 전공을 가진 학생이 지원 할 수 있음.    
※ Since this department pursues convergence studies, students with diverse experiences and majors can apply.                                                                              ※ 각 지원자의 전공분야에서 적정 수준 이상의 전공능력 보유가 필요함                                                                        ※Each applicant must possess at least an appropriate level of major ability in their field of study.                                                             ※ BK21 4단계사업 참여학과                                                        ※ BK21 Four department"
16,16,순천향대학교,SoonchunhyangUniversity,B,"General, Regional",Chungnam / Asan,화학공학∙환경공학과,Chemical ＆Environmental Engineering,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://gradu.sch.ac.kr/pages/sub/sub02_0103,※ 지원 전 세부 전공 관련 문의 필수                                     ※ Inquiry regarding detailed major is required before applying.                                                                         ※ 환경공학 관련 전공자만 지원 가능                                          ※ Only those majoring in environmental engineering can apply                                                                                ※ 환경공학전공만 모집                                                             ※ Only recruiting environmental engineering                                              
17,17,순천향대학교,SoonchunhyangUniversity,B,"General, Regional",Chungnam / Asan,의학과,Department of Medicine,의학,Medicine,O,Korean 100%,TOPIK 3 or above,March or September,O,Korean 100%,TOPIK 3 or above,March or September,https://med.sch.ac.kr/,"※ 지원 전 사전 문의 필수
※ Pre-contact required                                                        ※ 기생충학전공만 모집                                                              ※ Only recruiting Parasitology                                "
1,1,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,AI모빌리티공학과,Department of AI Mobility Engineering,공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,X,Korean / English,,,https://graduate.sunmoon.ac.kr/info/info01_0210.asp,
2,추가,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,모빌리티반도체공학과,Department of Mobility Semiconductor Engineering,공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://graduate.sunmoon.ac.kr/info/info01_0216.asp,
3,추가,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,AI소포트웨어학과,Department of Mobility Artificial Intelligence and Software Technology,공학,Engineering,O,Korean 100%,TOPIK 3 or above,March or September,X,,,,https://graduate.sunmoon.ac.kr/info/info01_0214.asp,
4,2,선문대학교,Sun Moon University,B,"General, Regional, Research",Chungnam / Asan,신소재공학과,Department of New Materials Engineering,공학,Engineering,O,Korean / English,TOPIK 3 or above,March or September,O,Korean / English,TOPIK 3 or above,March or September,https://graduate.sunmoon.ac.kr/info/info01_0203.asp,
